code,name,section,date,open,high,low,close,vol,value,n_stock,agg_price,foreign_vol,foreign_rate,agency_buy,agency_netbuy
A003490,koreanAir,KOSPI,20170612,24575,24575,23991,24121,532959,19826000000,94844000,2287732000000,15699212,16.549999237060547,-26244,-3692542
A003490,koreanAir,KOSPI,20170613,23991,24575,23959,24186,661554,24691000000,94844000,2293896000000,15784667,16.639999389648438,26794,-3665748
A003490,koreanAir,KOSPI,20170614,24315,24445,23959,24445,745297,27817000000,94844000,2318461000000,15993227,16.860000610351562,-109330,-3775078
A003490,koreanAir,KOSPI,20170615,24542,24575,24056,24121,399967,14909000000,94844000,2287732000000,16025036,16.899999618530273,-108733,-3883811
A003490,koreanAir,KOSPI,20170616,24121,24153,23699,23894,512828,18866000000,94844000,2266202000000,16168482,17.049999237060547,-96403,-3980214
A003490,koreanAir,KOSPI,20170619,23861,25126,23829,25126,1032867,39577000000,94844000,2383050000000,16452759,17.350000381469727,113893,-3866321
A003490,koreanAir,KOSPI,20170620,25418,25450,24477,24607,771189,29480000000,94844000,2333826000000,16356755,17.25,-43558,-3909879
A003490,koreanAir,KOSPI,20170621,24834,24931,24315,24639,731786,27799000000,94844000,2336861000000,16462359,17.360000610351562,-40993,-3950872
A003490,koreanAir,KOSPI,20170622,24834,25255,24575,24964,742648,28620000000,94844000,2367685000000,16583574,17.479999542236328,50335,-3900537
A003490,koreanAir,KOSPI,20170623,25028,25418,24866,24964,459292,17799000000,94844000,2367685000000,16625601,17.530000686645508,-46984,-3947521
A003490,koreanAir,KOSPI,20170626,25385,25385,24412,24575,531947,20181000000,94844000,2330791000000,16607607,17.510000228881836,-143727,-4091248
A003490,koreanAir,KOSPI,20170627,24445,24931,24445,24802,375782,14350000000,94844000,2352320000000,16714777,17.6200008392334,-71352,-4162600
A003490,koreanAir,KOSPI,20170628,24737,24899,24477,24639,384878,14620000000,94844000,2336861000000,16785197,17.700000762939453,-57997,-4220597
A003490,koreanAir,KOSPI,20170629,24672,25158,24672,25093,511785,19741000000,94844000,2379920000000,16987827,17.90999984741211,-34806,-4255403
A003490,koreanAir,KOSPI,20170630,25061,25223,24834,25093,413404,15995000000,94844000,2379920000000,17058083,17.989999771118164,-864,-4256267
A003490,koreanAir,KOSPI,20170703,25126,25320,24056,24315,791253,29823000000,94844000,2306131000000,17184127,18.1200008392334,-207658,-4463925
A003490,koreanAir,KOSPI,20170704,24348,24412,23278,23440,1522573,55531000000,94844000,2223143000000,17302997,18.239999771118164,-238795,-4702720
A003490,koreanAir,KOSPI,20170705,23440,23861,23180,23861,827345,30006000000,94844000,2263072000000,17492264,18.440000534057617,-159651,-4862371
A003490,koreanAir,KOSPI,20170706,24186,24186,23667,23796,623275,22947000000,94844000,2256907000000,17654303,18.610000610351562,-147392,-5009763
A003490,koreanAir,KOSPI,20170707,23440,23894,22856,23278,1074694,38576000000,94844000,2207778000000,17925173,18.899999618530273,-191725,-5201488
A003490,koreanAir,KOSPI,20170710,23440,23926,23375,23732,503379,18375000000,94844000,2250837000000,18060482,19.040000915527344,-78922,-5280410
A003490,koreanAir,KOSPI,20170711,23667,23991,23375,23959,495604,18130000000,94844000,2272367000000,18068826,19.049999237060547,17977,-5262433
A003490,koreanAir,KOSPI,20170712,23991,24056,23407,23537,402467,14721000000,94844000,2232343000000,18030053,19.010000228881836,-51573,-5314006
A003490,koreanAir,KOSPI,20170713,23634,23894,23472,23634,443394,16191000000,94844000,2241543000000,18094351,19.079999923706055,-47119,-5361125
A003490,koreanAir,KOSPI,20170714,23634,23667,22727,22986,675640,23974000000,94844000,2180084000000,18167653,19.15999984741211,-210582,-5571707
A003490,koreanAir,KOSPI,20170717,22986,23764,22954,23667,458400,16657000000,94844000,2244672000000,18236568,19.229999542236328,106117,-5465590
A003490,koreanAir,KOSPI,20170718,23796,24056,23764,23861,316032,11657000000,94844000,2263072000000,18241142,19.229999542236328,14309,-5451281
A003490,koreanAir,KOSPI,20170719,23991,24315,23861,24250,369961,13801000000,94844000,2299967000000,18300790,19.299999237060547,22006,-5429275
A003490,koreanAir,KOSPI,20170720,24315,24445,24056,24218,570864,17997000000,94844000,2296931000000,17995475,18.969999313354492,354684,-5074591
A003490,koreanAir,KOSPI,20170721,24186,24283,23732,23991,370531,13684000000,94844000,2275402000000,17989284,18.969999313354492,-6343,-5080934
A003490,koreanAir,KOSPI,20170724,23991,24218,23894,24186,299501,11154000000,94844000,2293896000000,18012402,18.989999771118164,36530,-5044404
A003490,koreanAir,KOSPI,20170725,24218,24250,23343,23472,483361,17700000000,94844000,2226178000000,17998981,18.979999542236328,-58264,-5102668
A003490,koreanAir,KOSPI,20170726,23602,23667,22402,22500,860548,30122000000,94844000,2133990000000,18036006,19.020000457763672,-383865,-5486533
A003490,koreanAir,KOSPI,20170727,22597,23407,22532,23343,539296,19091000000,94844000,2213943000000,18094201,19.079999923706055,72943,-5413590
A003490,koreanAir,KOSPI,20170728,23343,23634,22727,23343,540311,19458000000,94844000,2213943000000,18110291,19.09000015258789,181959,-5231631
A003490,koreanAir,KOSPI,20170731,23213,23440,22986,23083,309618,11056000000,94844000,2189284000000,18129094,19.110000610351562,-37802,-5269433
